Movie,Director,Distribution,Star,Rating,Budget,BoxOffice,RunningTime,Genre,Year,Month,Tomatometer
BecauseofWinnDixie,WayneWang,20thCenturyFox,AnnaSophiaRobb,PG,27.262,43.6,106,Family,2005,February,0.54
DiaryofaMadBlackWoman,DarrenGrant,Lionsgate,KimberlyElise,PG13,10.71,65.8,116,Romance,2005,February,0.16
Cursed,WesCraven,MiramaxFilms,ChristinaRicci,PG13,73.996,38.5,97,Horror,2005,February,0.16
ManoftheHouse,StephenHerek,ColumbiaPictures,TommyLeeJones,PG13,77.891,28,100,Crime,2005,February,0.09
ThePacifier,AdamShankman,BuenaVistaPictures,VinDiesel,PG,108.446,256.4,95,Family,2005,March,0.2
BeCool,F.GaryGray,MetroGoldwynMayer,JohnTravolta,PG13,102.636,122.9,120,Crime,2005,March,0.3
TheJacket,JohnMaybury,WarnerBros.Pictures,AdrienBrody,R,56.159,27.2,103,Horror,2005,March,0.44
Robots,ChrisWedge,20thCenturyFox,EwanMcGregor,PG,145.24,336.6,90,Animated,2005,March,0.64
Hostage,FlorentEmilioSiri,MiramaxFilms,BruceWillis,R,145.24,100.6,113,Action,2005,March,0.35
TheRingTwo,HideoNakata,DreamsWorksPictures,NaomiWatts,PG13,96.826,208.5,110,Horror,2005,March,0.19
IcePrincess,TimFywell,BuenaVistaPictures,JoanCusack,G,48.413,35.6,98,Sports,2005,March,0.52
MissCongeniality2:ArmedandFabulous,JohnPasquin,WarnerBros.Pictures,SandraBullock,PG13,116.192,130.9,115,Comedy,2005,March,0.15
GuessWho,KevinRodneySullivan,ColumbiaPictures,BernieMac,PG13,67.779,131.4,105,Comedy,2005,March,0.42
Valiant,GaryChapman,BuenaVistaPictures,EwanMcGregor,G,67.779,79.7,76,Animated,2005,March,0.32
BeautyShop,BilleWoodruff,MetroGoldwynMayer,QueenLatifah,PG13,48.413,48,105,Comedy,2005,March,0.38
SinCity,FrankMillerRobertRodriguez,MiramaxFilms,JessicaAlba,R,77.25,204.5,124,Crime,2005,April,0.77
TheUpsideofAnger,MikeBinder,NewLineCinema,JoanAllen,R,23.175,36.4,117,Romance,2005,April,0.74
Sahara,BreckEisner,ParamountPictures,MatthewMcConaughey,PG13,308.998,153.6,124,Action,2005,April,0.38
FeverPitch,PeterFarrellyBobbyFarrelly,20thCenturyFox,DrewBarrymore,PG13,57.937,65,103,Romance,2005,April,0.65
StateProperty2,DamonDash,Lionsgate,BeanieSigel,R,3.862,2.2,94,Crime,2005,April,0.14
TheAmityvilleHorror,AndrewDouglas,MGMDistribution,RyanReynolds,R,36.694,139,89,Horror,2005,April,0.24
TheInterpreter,SydneyPollack,UniversalPictures,NicoleKidman,PG13,154.499,209.7,128,Thriller,2005,April,0.57
ALotlikeLove,NigelCole,BuenaVistaPictures,AshtonKutcher,PG13,57.937,55.1,107,Romance,2005,April,0.41
KingsRansom,JeffreyW.Byrd,NewLineCinema,AnthonyAnderson,PG13,28.969,5.3,95,Comedy,2005,April,0.02
TheHitchhikersGuidetotheGalaxy,GarthJennings,BuenaVistaPictures,MartinFreeman,PG,96.562,134.5,109,SciFi,2005,April,0.6
xXx:StateoftheUnion,LeeTamahori,ColumbiaPictures,IceCube,PG13,168.018,91.5,101,Action,2005,April,0.16
KingdomofHeaven,RidleyScott,20thCenturyFox,OrlandoBloom,R,252.365,274,144,Epic,2005,May,0.39
Crash,PaulHaggis,Lionsgate,SandraBullock,R,12.618,127.3,112,Drama,2005,May,0.74
HouseofWax,JaumeColletSerra,WarnerBros.Pictures,ElishaCuthbert,R,77.651,90.7,113,Horror,2005,May,0.25
MonsterinLaw,RobertLuketic,NewLineCinema,JenniferLopez,PG13,83.474,200.2,102,Romance,2005,May,0.17
Kicking&Screaming,JesseDylan,UniversalPictures,WillFerrell,PG,87.357,72.6,95,Sports,2005,May,0.42
Unleashed,LouisLeterrier,Rogue,JetLi,R,87.357,65.9,102,Action,2005,May,0.66
Mindhunters,RennyHarlin,MiramaxFilms,KathrynMorris,R,52.414,27.3,106,Crime,2005,May,0.25
MadHotBallroom,MarilynArgrelo,ParamountPictures,MadeleineHackney,PG,0.971,12.2,106,Documentary,2005,May,0.84
StarWars:EpisodeIIIRevengeoftheSith,GeorgeLucas,20thCenturyFox,EwanMcGregor,PG13,219.363,1098.5,140,Epic,2005,May,0.79
Dominion:PrequeltotheExorcist,PaulSchrader,WarnerBros.Pictures,StellanSkarsgard,R,58.238,0.3,116,Horror,2005,May,0.3
Madagascar,EricDarnellTomMcGrath,DreamsWorksPictures,BenStiller,PG,145.595,689.4,86,Animated,2005,May,0.55
TheLongestYard,PeterSegal,ParamountPictures,AdamSandler,PG13,159.184,246.3,113,Sports,2005,May,0.32
TheSisterhoodoftheTravelingPants,KenKwapis,WarnerBros.Pictures,AlexisBledel,PG,48.584,54.4,119,Comedy,2005,June,0.77
CinderellaMan,RonHoward,UniversalPictures,RussellCrowe,PG13,171.016,140.6,144,Sports,2005,June,0.8
LordsofDogtown,CatherineHardwicke,ColumbiaPictures,HeathLedger,PG13,48.584,17.4,107,Biography,2005,June,0.54
Mr.andMrs.Smith,DougLiman,20thCenturyFox,BradPitt,PG13,213.77,619.5,120,Action,2005,June,0.59
TheAdventuresofSharkboyandLavagirlin3D,RobertRodriguez,MiramaxFilms,TaylorLautner,PG,97.168,89.9,94,Adventure,2005,June,0.2
TheHoneymooners,JohnSchultz,ParamountPictures,CedrictheEntertainer,PG13,48.584,17.1,90,Family,2005,June,0.13
BatmanBegins,ChristopherNolan,WarnerBros.Pictures,ChristianBale,PG13,291.504,484.8,140,Superhero,2005,June,0.84
ThePerfectMan,MarkRosman,UniversalPictures,HilaryDuff,PG,19.434,25.5,96,Romance,2005,June,0.06
Herbie:FullyLoaded,AngelaRobinson,BuenaVistaPictures,LindsayLohan,G,97.168,186.7,101,Sports,2005,June,0.41
Bewitched,NoraEphron,ColumbiaPictures,WillFerrell,PG13,165.186,170.2,102,Romance,2005,June,0.25
LandoftheDead,GeorgeA.Romero,UniversalPictures,SimonBaker,R,36.924,60.6,97,Horror,2005,June,0.73
WaroftheWorlds,StevenSpielberg,ParamountPictures,TomCruise,PG13,256.524,766.6,116,SciFi,2005,June,0.74
Rebound,SteveCarr,20thCenturyFox,MartinLawrence,PG,62.199,21.9,103,Comedy,2005,July,0.14
FantasticFour,TimStory,20thCenturyFox,IoanGruffudd,PG13,187.911,414.2,106,Superhero,2005,July,0.27
DarkWater,WalterSalles,BuenaVistaPictures,JenniferConnelly,PG13,56.373,62,105,Horror,2005,July,0.47
CharlieandtheChocolateFactory,TimBurton,WarnerBros.Pictures,JohnnyDepp,PG,281.867,595.1,115,Musical,2005,July,0.82
WeddingCrashers,DavidDobkin,NewLineCinema,OwenWilson,R,75.165,357.3,119,Comedy,2005,July,0.76
TheIsland,MichaelBay,DreamsWorksPictures,EwanMcGregor,PG13,236.768,204.1,136,SciFi,2005,July,0.4
MarchofthePenguins,LucJacquet,BuenaVistaPictures,MorganFreeman,G,15.033,159.6,80,Documentary,2005,July,0.94
BadNewsBears,RichardLinklater,ParamountPictures,BillyBobThornton,PG13,65.769,43,113,Sports,2005,July,0.48
Hustle&Flow,CraigBrewer,ParamountPictures,TerrenceHoward,R,5.262,29.6,116,Drama,2005,July,0.82
TheDevilsRejects,RobZombie,Lionsgate,SidHaig,R,13.154,24.3,109,Crime,2005,July,0.53
SkyHigh,MikeMitchell,BuenaVistaPictures,KellyPreston,PG,65.769,108.2,100,Superhero,2005,July,0.73
Stealth,RobCohen,ColumbiaPictures,JoshLucas,PG13,253.68,96.3,121,SciFi,2005,July,0.13
MustLoveDogs,GaryDavidGoldberg,WarnerBros.Pictures,DianeLane,PG13,56.373,73.2,98,Romance,2005,July,0.35
TheDukesofHazzard,JayChandrasekhar,WarnerBros.Pictures,JohnnyKnoxville,PG13,93.757,138.9,104,Comedy,2005,August,0.14
FourBrothers,JohnSingleton,ParamountPictures,MarkWahlberg,R,56.254,115.6,109,Crime,2005,August,0.52
TheSkeletonKey,IainSoftley,UniversalPictures,KateHudson,PG13,80.631,115,104,Horror,2005,August,0.38
DeuceBigalow:EuropeanGigolo,MikeBigelow,ColumbiaPictures,RobSchneider,R,41.253,56.4,83,Comedy,2005,August,0.09
TheGreatRaid,JohnDahl,MiramaxFilms,BenjaminBratt,R,150.012,13.5,132,War,2005,August,0.37
Supercross,SteveBoyum,20thCenturyFox,SteveHowey,PG13,56.254,4.2,80,Action,2005,August,0.05
The40YearOldVirgin,JuddApatow,UniversalPictures,SteveCarell,R,48.754,221.8,116,Comedy,2005,August,0.85
RedEye,WesCraven,DreamsWorksPictures,RachelMcAdams,PG13,48.754,119.5,85,Thriller,2005,August,0.79
TheBrothersGrimm,TerryGilliam,DimensionFilms,MattDamon,PG13,165.013,131.7,118,Adventure,2005,August,0.38
TheCave,BruceHunt,ScreenGems,ColeHauser,PG13,56.254,41.6,97,Action,2005,August,0.11
Undiscovered,MeiertAvis,Lionsgate,PellJames,PG13,16.876,1.4,97,Drama,2005,August,0.08
TheConstantGardener,FernandoMeirelles,FocusFeatures,RalphFiennes,R,46.879,103.1,129,Thriller,2005,August,0.83
Transporter2,LouisLeterrier,20thCenturyFox,JasonStatham,PG13,59.594,105.8,87,Action,2005,September,0.51
ASoundofThunder,PeterHyams,WarnerBros.Pictures,CatherineMcCormack,PG13,148.985,14.5,103,SciFi,2005,September,0.06
Underclassman,MarcosSiega,MiramaxFilms,NickCannon,PG13,46.558,7,95,Action,2005,September,0.06
TheExorcismofEmilyRose,ScottDerrickson,ScreenGems,LauraLinney,PG13,35.943,179,119,Horror,2005,September,0.44
AnUnfinishedLife,LasseHallstrom,MiramaxFilms,RobertRedford,PG13,55.869,23.1,107,Drama,2005,September,0.53
TheMan,LesMayfield,NewLineCinema,SamuelL.Jackson,PG13,37.246,12.8,83,Comedy,2005,September,NA
JustLikeHeaven,MarkWaters,DreamsWorksPictures,ReeseWitherspoon,PG13,108.014,127.6,95,Romance,2005,September,0.55
LordofWar,AndrewNiccol,Lionsgate,NicolasCage,R,93.116,90.1,123,Crime,2005,September,0.61
CryWolf,JeffWadlow,Rogue,JulianMorris,PG13,1.862,19.4,90,Horror,2005,September,NA
Thumbsucker,MikeMills,SonyPicturesClassics,LouPucci,R,7.449,2.7,95,Comedy,2005,September,0.71
Fightplan,RobertSchwentke,BuenaVistaPictures,JodieFoster,PG13,93.116,277.4,98,Thriller,2005,September,0.37
CorpseBride,MikeJohnsonTimBurton,WarnerBros.Pictures,JohnnyDepp,PG,74.493,145.5,77,Animated,2005,September,0.84
AHistoryofViolence,DavidCronenberg,NewLineCinema,ViggoMortensen,R,59.594,75.4,96,Crime,2005,September,0.87
OliverTwist,RomanPolanski,TriStarPictures,BenKingsley,PG13,111.739,52.9,130,Drama,2005,September,0.6
RollBounce,MalcolmD.Lee,FoxSearchlightPictures,BowWow,PG13,18.623,21.7,112,Comedy,2005,September,0.64
Capote,BennettMiller,SonyPicturesClassics,PhillipSeymourHoffman,R,13.036,62.1,114,Biography,2005,September,0.9
IntotheBlue,JohnStockwell,MetroGoldwynMayer,PaulWalker,PG13,93.116,55.1,110,Action,2005,September,0.21
Serenity,JossWhedon,UniversalPictures,NathanFillion,PG13,72.63,49.8,119,SciFi,2005,September,0.83
TheGreatestGameEverPlayed,BillPaxton,BuenaVistaPictures,ShiaLeBeouf,PG,46.558,19.1,120,Biography,2005,September,0.63
Wallace&Gromit:TheCurseoftheWereRabbit,NickParkSteveBox,DreamsWorksPictures,PeterSallis,G,55.722,238.5,85,Animated,2005,October,0.95
InHerShoes,CurtisHanson,20thCenturyFox,CameronDiaz,PG13,65.009,102.9,130,Comedy,2005,October,0.74
TwofortheMoney,D.J.Caruso,UniversalPictures,AlPacino,R,65.009,37.8,122,Sports,2005,October,0.22
Waiting�,RobMcKittrick,Lionsgate,RyanReynolds,R,5.572,23.1,94,Comedy,2005,October,0.31
TheGospel,RobHardy,ScreenGems,BorisKodjoe,PG,7.43,19.5,105,Drama,2005,October,0.32
Elizabethtown,CameronCrowe,ParamountPictures,OrlandoBloom,PG13,83.583,64.4,123,Romance,2005,October,0.29
TheFog,RupertWainwright,ColumbiaPictures,TomWelling,PG13,33.433,57.2,103,Horror,2005,October,0.04
Domino,TonyScott,NewLineCinema,KeiraKnightley,R,92.87,27.2,127,Action,2005,October,0.19
ThePrizeWinnerofDefianceOhio,JaneAnderson,DreamsWorksPictures,JulianneMoore,PG13,22.289,0.9,99,Biography,2005,October,0.58
Doom,AndrzejBartkowiak,UniversalPictures,KarlUrban,R,111.444,69.3,105,Action,2005,October,0.19
Dreamer,JohnGatins,DreamsWorksPictures,KurtRussell,PG,59.437,47.1,102,Sports,2005,October,0.64
NorthCountry,NikiCaro,WarnerBros.Pictures,CharlizeTheron,R,65.009,31.2,126,Drama,2005,October,0.69
KissKissBangBang,ShaneBlack,WarnerBros.Pictures,RobertDowneyJr.,R,27.861,19.6,103,Comedy,2005,October,0.85
Stay,MarcForster,20thCenturyFox,EwanMcGregor,R,92.87,10.5,99,Thriller,2005,October,0.27
TheLegendofZorro,MartinCampbell,ColumbiaPictures,AntonioBanderas,PG,139.305,176.3,129,Action,2005,October,0.26
SawII,DarrenLynnBousman,Lionsgate,DonnieWahlberg,R,7.43,182.9,93,Horror,2005,October,0.37
Prime,BenYounger,UniversalPictures,UmaThurman,PG13,40.863,84.1,105,Romance,2005,October,0.49
TheWeatherMan,GoreVerbinski,ParamountPictures,NicolasCage,R,40.863,23.5,102,Comedy,2005,October,0.59
ChickenLittle,MarkDindal,BuenaVistaPictures,ZachBraff,G,280.873,392.5,81,Animated,2005,November,0.37
Jarhead,SamMendes,UniversalPictures,JakeGyllenhaal,R,134.819,121,123,War,2005,November,0.61
GoodNightandGoodLuck,GeorgeClooney,WarnerBros.Pictures,GeorgeClooney,PG,13.107,70.5,93,Drama,2005,November,0.93
GetRichorDieTryin,JimSheridan,ParamountPictures,50Cent,R,74.899,57.9,117,Crime,2005,November,0.16
Zathura:ASpaceAdventure,JonFavreau,SonyPicturesReleasing,JoshHutcherson,PG,121.712,80.3,101,SciFi,2005,November,0.75
Derailed,MikaelHafstrom,TheWeinsteinCompany,CliveOwen,R,41.195,71.8,106,Crime,2005,November,0.21
BeeSeason,ScottMcGeheeDavidSiegel,FoxSearchlightPictures,RichardGere,PG13,26.215,8.6,104,Drama,2005,November,0.42
HarryPotterandtheGobletofFire,MikeNewell,WarnerBros.Pictures,DanielRadcliffe,PG13,280.873,1119.6,157,Fantasy,2005,November,0.88
WalktheLine,JamesMangold,20thCenturyFox,JoaquinPhoenix,PG13,52.43,232.7,136,Biography,2005,November,0.83
PrideandPrejudice,JoeWright,FocusFeatures,KeiraKnightley,PG,73.027,151.2,127,Romance,2005,November,0.86
YoursMine&Ours,RajaGosnell,ParamountPictures,DennisQuaid,PG,84.262,89.9,95,Family,2005,November,0.06
Rent,ChrisColumbus,ColumbiaPictures,RosarioDawson,PG13,74.899,39.4,135,Musical,2005,November,0.46
TheIceHarvest,HaroldRamis,FocusFeatures,JohnCusack,R,29.96,12.7,89,Thriller,2005,November,0.46
AeonFlux,KarynKusama,ParamountPictures,CharlizeTheron,PG13,122.135,65.5,92,SciFi,2005,December,0.09
Transamerica,DuncanTucker,TheWeinsteinCompany,FelicityHuffman,R,1.879,19,103,Comedy,2005,December,0.77
TheChroniclesofNarnia:TheLiontheWitchandtheWardrobe,AndrewAdamson,BuenaVistaPictures,WilliamMoseley,PG,338.219,933.2,145,Fantasy,2005,December,0.76
BrokebackMountain,AngLee,FocusFeatures,HeathLedger,R,26.306,223.1,134,Western,2005,December,0.87
MemoirsofaGeisha,RobMarshall,ColumbiaPictures,ZiyiZhang,PG13,159.714,203.2,145,Epic,2005,December,0.35
Syriana,StephenGaghan,WarnerBros.Pictures,GeorgeClooney,R,93.95,117.8,128,Thriller,2005,December,0.72
KingKong,PeterJackson,UniversalPictures,NaomiWatts,PG13,512.965,689.6,187,Epic,2005,December,0.84
TheFamilyStone,ThomasBezucha,20thCenturyFox,ClaireDanes,PG13,33.822,115.6,104,Comedy,2005,December,0.52
TheProducers,SusanStroman,UniversalPictures,NathanLane,PG13,84.555,47.7,134,Musical,2005,December,0.5
FunwithDickandJane,DeanParisot,ColumbiaPictures,JimCarrey,PG13,187.899,253,91,Comedy,2005,December,0.29
CheaperbytheDozen2,AdamShankman,20thCenturyFox,SteveMartin,PG,112.74,161.7,93,Family,2005,December,0.06
Munich,StevenSpielberg,UniversalPictures,EricBana,R,131.53,163.3,163,Drama,2005,December,0.77
TheRinger,BarryW.Blaustein,FoxSearchlightPictures,JohnnyKnoxville,PG13,37.58,50.6,94,Sports,2005,December,0.4
RumorHasIt,RobReiner,WarnerBros.Pictures,JenniferAniston,PG13,131.53,111.4,96,Romance,2005,December,0.2
TheNewWorld,TerrenceMalick,NewLineCinema,ColinFarrell,PG13,56.37,38.2,150,Romance,2005,December,0.62
Hostel,EliRoth,Lionsgate,JayHernandez,R,9,100.7,94,Horror,2006,January,0.6
GrandmasBoy,NicholausGoossen,20thCenturyFox,AllenCovert,R,9.375,8.2,94,Comedy,2006,January,0.16
BloodRayne,UweBoll,BollKGProductions,KristannaLoken,R,46.873,4.6,95,Fantasy,2006,January,0.04
Hoodwinked!,CoryEdwardsToddEdwardsTonyLeech,TheWeinsteinCompany,AnneHathaway,PG,15,137.5,80,Animated,2006,January,0.47
LastHoliday,WayneWang,ParamountPictures,QueenLatifah,PG13,84.372,54.1,112,Romance,2006,January,0.55
GloryRoad,JamesGartner,BuenaVistaPictures,JoshLucas,PG,56.248,53.6,106,Sports,2006,January,0.56
Underworld:Evolution,LenWiseman,SonyPicturesReleasing,KateBeckinsale,R,84.372,141.7,106,Action,2006,January,0.16
EndoftheSpear,JimHanon,RockyMountainPictures,LouieLeonardo,PG13,18.749,15.2,102,Drama,2006,January,0.4
Wristcutters:ALoveStory,GoranDukic,AutonomousFilms,PatrickFugit,R,1.875,0.6,88,Comedy,2006,January,0.67
BigMommasHouse2,JohnWhitesell,20thCenturyFox,MartinLawrence,PG13,74.998,172.9,99,Comedy,2006,January,0.06
NannyMcPhee,KirkJones,UniversalPictures,EmmaThompson,PG,46.873,153,97,Family,2006,January,0.73
Annapolis,JustinLin,BuenaVistaPictures,JamesFranco,PG13,48.748,21.9,117,Drama,2006,January,0.1
WhenaStrangerCalls,SimonWest,ScreenGems,CamillaBelle,PG13,28.195,83.8,87,Horror,2006,February,0.09
ThePinkPanther,ShawnLevy,SonyPicturesReleasing,SteveMartin,PG,150.372,199.1,93,Comedy,2006,February,0.22
FinalDestination3,JamesWong,NewLineCinema,MaryElizabethWinstead,R,46.991,147.5,93,Horror,2006,February,0.43
Firewall,RichardLoncraine,WarnerBros.Pictures,HarrisonFord,PG13,93.983,103.8,105,Crime,2006,February,0.18
CuriousGeorge,MatthewOCallaghan,UniversalPictures,WillFerrell,G,93.983,87.5,87,Animated,2006,February,0.69
EightBelow,FrankMarshall,BuenaVistaPictures,PaulWalker,PG,75.186,151,120,Drama,2006,February,0.72
DateMovie,JasonFriedbergAaronSeltzer,20thCenturyFox,AlysonHannigan,PG13,37.593,106.3,83,Romance,2006,February,0.07
Freedomland,JoeRoth,ColumbiaPictures,SamuelL.Jackson,R,56.39,18.4,113,Crime,2006,February,0.23
MadeasFamilyReunion,TylerPerry,Lionsgate,BlairUnderwood,PG13,11.278,79.3,109,Comedy,2006,February,0.25
Doogal,DaveBorthwickJeanDuvalFrankPassingham,Pathe,TomBaker,G,37.593,33.5,83,Animated,2006,February,0.08
RunningScared,WayneKramer,NewLineCinema,PaulWalker,R,28.195,12.2,122,Crime,2006,February,0.41
16Blocks,RichardDonner,WarnerBros.Pictures,BruceWillis,PG13,103.044,82.1,110,Crime,2006,March,0.56
Ultraviolet,KurtWimmer,SonyPicturesReleasing,MillaJovovich,PG13,56.206,38.8,87,SciFi,2006,March,0.09
Aquamarine,ElizabethAllenRosenbaum,20thCenturyFox,SaraPaxton,PG,22.482,28.7,104,Fantasy,2006,March,0.51
DaveChapellesBlockParty,MichelGondry,Rogue,DaveChapelle,R,5.621,15.1,103,Documentary,2006,March,0.92
FailuretoLaunch,TomDey,ParamountPictures,MatthewMcConaughey,PG13,93.676,160.4,97,Romance,2006,March,0.24
TheShaggyDog,BrianRobbins,BuenaVistaPictures,TimAllen,PG,93.676,108.8,99,Family,2006,March,0.26
TheHillsHaveEyes,AlexandreAja,FoxSearchlightPictures,AaronStanford,R,28.103,86.9,106,Horror,2006,March,0.5
VforVendetta,JamesMcTeigue,WarnerBros.Pictures,NataliePortman,R,101.171,165.5,132,Thriller,2006,March,0.73
ShestheMan,AndyFickman,DreamWorksPictures,AmandaBynes,PG13,37.471,71.4,105,Romance,2006,March,0.44
ThankYouforSmoking,JasonReitman,FoxSearchlightPictures,AaronEckhart,R,18.735,49.1,92,Comedy,2006,March,0.86
InsideMan,SpikeLee,UniversalPictures,DenzelWashington,R,84.309,230.3,129,Crime,2006,March,0.86
StayAlive,WilliamBrentBell,BuenaVistaPictures,JonFoster,PG13,37.471,33.8,85,Horror,2006,March,0.09
LarrytheCableGuy:HealthInspector,TrentCooper,Lionsgate,LarrytheCableGuy,PG13,31.85,19.6,89,Comedy,2006,March,0.05
IceAge:TheMeltdown,CarlosSaldanha,20thCenturyFox,RayRamano,PG,149.882,825.5,91,Animated,2006,March,0.57
BasicInstinct2,MichaelCatonJones,MetroGoldwynMayer,SharonStone,R,131.147,48.2,114,Thriller,2006,March,0.07
ATL,ChrisRobinson,WarnerBros.Pictures,T.I.,PG13,13.115,26.5,105,Comedy,2006,March,0.62
Slither,JamesGunn,UniversalPictures,NathanFillion,R,28.103,16,95,SciFi,2006,March,0.86
TaketheLead,LizFriedlander,NewLineCinema,AntonioBanderas,PG13,55.953,82.3,118,Drama,2006,April,0.44
TheBenchwarmers,DennisDugan,ColumbiaPictures,RobSchneider,PG13,61.549,80.8,85,Sports,2006,April,0.11
LuckyNumberSlevin,PaulMcGuigan,TheWeinsteinCompany,JoshHartnett,R,50.358,70,110,Crime,2006,April,0.51
FriendswithMoney,NicoleHolofcener,SonyPicturesClassics,JenniferAniston,R,12.123,22.6,88,Comedy,2006,April,0.72
PhatGirlz,NnegestLikke,FoxSearchlightPictures,MoNique,PG13,5.595,9.2,99,Romance,2006,April,0.23
ScaryMovie4,DavidZucker,TheWeinsteinCompany,AnnaFaris,PG13,74.604,221.7,83,Horror,2006,April,0.36
TheWild,SteveWilliams,BuenaVistaPictures,KieferSutherland,G,149.209,127.2,82,Animated,2006,April,0.2
SilentHill,ChristopheGans,TriStarPictures,RadhaMitchell,R,93.255,121.4,125,Horror,2006,April,0.29
TheSentinel,ClarkJohnson,20thCenturyFox,MichaelDouglas,PG13,111.906,97.1,108,Crime,2006,April,0.33
AkeelahandtheBee,DougAtchison,Lionsgate,LaurenceFishburne,PG,14.921,23.6,112,Drama,2006,April,0.84
AmericanDreamz,PaulWeitz,UniversalPictures,HughGrant,PG13,31.707,20.5,107,Comedy,2006,April,0.41
RV,BarrySonnenfeld,ColumbiaPictures,RobinWilliams,PG,93.255,108.8,99,Family,2006,April,0.23
United93,PaulGreengrass,UniversalPictures,ChristianClemenson,R,27.977,94.9,110,Drama,2006,April,0.9
StickIt,JessicaBendinger,BuenaVistaPictures,JeffBridges,PG13,37.302,39.8,103,Comedy,2006,April,0.3
Mission:ImpossibleIII,J.J.Abrams,ParamountPictures,TomCruise,PG13,279.542,494.2,125,Action,2006,May,0.7
AnAmericanHaunting,CourtneySolomon,FreestyleReleasing,DonaldSutherland,PG13,26.091,36.8,83,Horror,2006,May,0.12
Hoot,WilShriner,NewLineCinema,LukeWilson,PG,27.954,9.9,91,Family,2006,May,0.26
ArtSchoolConfidential,TerryZwigoff,SonyPicturesClassics,MaxMinghella,R,9.318,4.1,102,Comedy,2006,May,0.36
Poseidon,WolfgangPetersen,WarnerBros.Pictures,JoshLucas,PG13,298.178,225.7,98,Disaster,2006,May,0.33
JustMyLuck,DonaldPetrie,20thCenturyFox,LindsayLohan,PG13,52.181,47.5,108,Romance,2006,May,0.14
Goal!,DannyCannon,BuenaVistaPictures,KunoBecker,PG13,61.499,34.3,118,Sports,2006,May,999
TheDaVinciCode,RonHoward,ColumbiaPictures,TomHanks,PG13,232.952,942,149,Thriller,2006,May,0.25
OvertheHedge,TimJohnsonKareyKirkpatrick,ParamountPictures,BruceWillis,PG,149.089,417.4,83,Animated,2006,May,0.75
SeeNoEvil,GregoryDark,Lionsgate,Kane,R,14.909,23.1,85,Horror,2006,May,0.08
XMen:TheLastStand,BrettRatner,20thCenturyFox,HughJackman,PG13,391.359,570.8,104,Superhero,2006,May,0.58
TheBreakUp,PeytonReed,UniversalPictures,VinceVaughn,PG13,96.871,255.5,105,Romance,2006,June,0.34
TheOmen,JohnMoore,20thCenturyFox,JuliaStiles,R,46.573,148.4,110,Horror,2006,June,0.27
Cars,JohnLasseter,BuenaVistaPictures,OwenWilson,G,223.549,574,116,Animated,2006,June,0.74
APrairieHomeCompanion,RobertAltman,NewLineCinema,WoodyHarrelson,PG13,18.629,32.3,106,Comedy,2006,June,0.82
TheFastandtheFurious:TokyoDrift,JustinLin,UniversalPictures,LucasBlack,PG13,158.347,196.8,104,Action,2006,June,0.37
Garfield:ATaleofTwoKitties,TimHill,20thCenturyFox,BreckinMeyer,PG,111.774,176,86,Family,2006,June,0.11
TheLakeHouse,AlejandroAgresti,WarnerBros.Pictures,KeanuReeves,PG,74.516,142.8,105,Romance,2006,June,0.35
NachoLibre,JaredHess,ParamountPictures,JackBlack,PG,65.202,123.3,92,Sports,2006,June,0.4
Click,FrankCoraci,ColumbiaPictures,AdamSandler,PG13,153.69,295.2,107,SciFi,2006,June,0.33
SupermanReturns,BryanSinger,WarnerBros.Pictures,BrandonRouth,PG13,415.428,485.7,154,Superhero,2006,June,0.75
TheDevilWearsPrada,DavidFrankel,20thCenturyFox,MerylStreep,PG13,65.202,405.5,109,Comedy,2006,June,0.75
PiratesoftheCaribbean:DeadMansChest,GoreVerbinski,BuenaVistaPictures,JohnnyDepp,PG13,405.972,1282.3,150,Fantasy,2006,July,0.54
YouMeandDupree,AnthonyRussoJoeRusso,UniversalPictures,OwenWilson,PG13,97.433,156.9,109,Romance,2006,July,0.2
LittleMan,KeenenIvoryWayans,ColumbiaPictures,MarlonWayans,PG13,115.476,122.2,98,Comedy,2006,July,0.12
MonsterHouse,GilKenan,ColumbiaPictures,MitchelMusso,PG,135.324,168.6,91,Animated,2006,July,0.74
LadyintheWater,M.NightShyamalan,WarnerBros.Pictures,PaulGiamatti,PG13,126.302,87.6,109,Fantasy,2006,July,0.25
MySuperExGirlfriend,IvanReitman,20thCenturyFox,UmaThurman,PG13,54.13,73.4,95,Superhero,2006,July,0.41
ClerksII,KevinSmith,MetroGoldwynMayer,BrianOHalloran,R,9.022,32.5,97,Comedy,2006,July,0.63
